관광지명,관광지분류,주소,운영상세사항,관광지설명,경도,위도,분류,반려견제한사항
포시즌펜션,숙박시설,서귀포시 토평동 칠십리로285번길 3,매일 14:00~11:00,"애견 동반 펜션 / 반려동물추가요금 10,000원",126.5834333,33.248443,반려견 동반 관광지,제한사항 없음
포토갤러리자연사랑미술관,관광지,서귀포시 표선면 가시로613번길 46,화~일 10:00~17:00,미술관 / 반려동물추가요금 없음,126.7714458,33.3554556,반려견 동반 관광지,해당없음
포핑요,기타,제주시 아봉로 383 (월평동),08:00~19:00,"처음 예약 시 전화 및 방문 상담으로 예약 전 필요한 부분을 꼼꼼하게 체크함 / 15kg미만 호텔, 유치원 이용 가능, 3개월 이상, 5차 예방 접종 필수, 중성화 안 된 경우/마킹이 있을 시 매너벨트 착용, 짖음/공격성 있을 시 위탁 불가, 8세 이상 반려견 상담 후 이용",126.5762742,33.4702438,반려견 동반 관광지,"소형견, 중형견 / 목줄2M이내"
퐁당퐁당신산리,숙박시설,서귀포시 성산읍 신산중앙로18번길 40,,애견 동반 펜션 / 반려동물추가요금 변동,126.8745953,33.3773513,반려견 동반 관광지,제한사항 없음
표선해수욕장,자연,서귀포시 표선면 표선리,개장기간 매년 6월말~8월,표선해수욕장은 제주의 많은 해수욕장 중에서 백사장이 가장 아름다운 해수욕장으로 뽑힌다. 수심이 낮아 어린아이들과 반려동물도 마음껏 물놀이를 할 수 있다. / ,126.8287433,33.3265259,반려견 동반 관광지,제한없음 / 목줄2M이내
푸르곤,음식점/카페,애월읍 납읍로 84,10:00~20:00,"대표메뉴: 푸르곤에이드, 베이컨부리또, 연어해쉬브라운, 칠리새우오픈토스트 / 애견놀이터, 본관동 루프탑, 잔디정원 이용 시 반드시 안고 있거나 애견가방 지참, 실내 동반 입장 불가",126.3365233,33.4376243,반려견 동반 관광지,제한없음 / 목줄2M이내
플라이오조,음식점/카페,제주 서귀포시 성산읍 오조로85번길 44,10:30~19:00,"대표메뉴: 수제치즈케이크. 오메기엣날빙수1인, 모짜렐라버터토스트세트 / ",126.9108961,33.461013,반려견 동반 관광지,제한없음 / 목줄2M이내
플레이스엉물,음식점/카페,구좌읍 종달리 756,"10:00~19:00
매주 목요일 휴무","대표메뉴: 구좌당근쥬스. 당근케이크, 제주산뿔소라샐러드, 아메리카노 / ",126.9006598,33.4896303,반려견 동반 관광지,제한없음 / 목줄2M이내
피규어 뮤지엄제주,관광지,서귀포시 안덕면 한창로 243,매일 09:30~18:00,박물관 / 반려동물추가요금 없음,126.3553593,33.281906,반려견 동반 관광지,해당없음
필링굿 하우스,숙박시설,제주 제주시 구좌읍 선유로 36,15:00~11:00,,126.7388605,33.5500831,반려견 동반 관광지,반려동물 동반 가능 / 무료
하늘오름펜션,숙박시설,제주 제주시 구좌읍 중산간동로 1909 하늘오름펜션,16:00~11:00,,126.7511633,33.481497,반려견 동반 관광지,반려동물 동반 가능 / 무료
하니하우스,숙박시설,제주시 조천읍 신촌3길 48,매일 15:00~10:00,펜션 / 반려동물추가요금 없음,126.6191781,33.5371848,반려견 동반 관광지,해당없음
하도새야새야독채민박,숙박시설,제주 제주시 구좌읍 하도15길 107,17:00~11:00,,126.8935128,33.5109351,반려견 동반 관광지,반려동물 동반 가능 / 무료
하이 제주 호텔,숙박시설,제주 제주시 한림읍 일주서로 5125,15:00~11:00,,126.2532446,33.3918172,반려견 동반 관광지,반려동물 동반 가능 / 무료
한국야구명예의전당,관광지,서귀포시 강정동 중산간서로 35431,"월~금 09:00~18:00, 토~일 09:00~18:00",박물관 / 반려동물추가요금 없음,126.4601309,33.2625749,반려견 동반 관광지,해당없음
한담해안산책로,자연,제주시 애월읍 곽지리 1359,,한담해안산책로는 1.2km의 산책로가 애월리에서 곽지해수욕장까지 해안선을 따라 조성되어 있다. / ,126.3105364,33.4590811,반려견 동반 관광지,제한없음 / 목줄2M이내
한라마테우리,기타,제주 제주시 일주동로 102,"11:00~20:00
매주 월요일 휴무",제주 한라마와 채소로 반려동물을 위한 건강한 간식 제작 / ,126.5577163,33.5150809,반려견 동반 관광지,제한없음 / 목줄2M이내
한라산국립공원 산악박물관,관광지,제주시 오등동 산록북로 588,화~금 09:00~16:00,박물관 / 반려동물추가요금 없음,126.5503135,33.4219158,반려견 동반 관광지,해당없음
한림공원,관광지,제주시 한림읍 한림로 300,매일 09:00~17:00,박물관 / 반려동물추가요금 없음,126.2396008,33.3894246,반려견 동반 관광지,"목줄, 배변봉투"
함덕해수욕장,자연,제주시 조천읍 조함해안로 525,개장기간 매년 7월~8월,함덕해수욕장은 물이 맑고 수심이 얕아서 반려동물도 함께 할 가족 단위 피서지로 안성맞춤이다. / ,126.669091,33.5426991,반려견 동반 관광지,제한없음 / 목줄2M이내
항몽유적지,관광지,제주시 애월읍 항파두리로 50,매일 09:00~18:00,박물관 / 반려동물추가요금 없음,126.4073887,33.4522313,반려견 동반 관광지,야외만 반려동물 동반 가능
해녀박물관,관광지,제주시 구좌읍 해녀박물관길 26,화~일 09:00~17:00,박물관 / 반려동물추가요금 없음,126.8632585,33.5232026,반려견 동반 관광지,야외만 반려동물 동반 가능
해룡 펜션,숙박시설,서귀포시 성산읍 성산중앙로 25600,매일 15:00~12:00,애견 동반 펜션 / 반려동물추가요금 없음,126.933438,33.4631655,반려견 동반 관광지,제한사항 없음
해성 펜션,숙박시설,서귀포시 중문동 천제연로 131-8,매일 15:00~11:00,애견 동반 펜션 / 반려동물추가요금 없음,126.4196868,33.2540072,반려견 동반 관광지,제한사항 없음
해성파크텔,숙박시설,서귀포시 중문동 천제연로 158-4,매일 15:00~12:00,애견 동반 펜션 / 반려동물추가요금 없음,126.4214447,33.2523255,반려견 동반 관광지,제한사항 없음
해성펜션,숙박시설,제주 서귀포시 천제연로 131-8 해성마트,15:00~11:00,,126.4196868,33.2540072,반려견 동반 관광지,반려동물 동반 가능 / 무료
해안성 펜션,숙박시설,서귀포시 호근동 태평로92번길 29,,애견 동반 펜션 / 반려동물추가요금 없음,126.5320608,33.2417704,반려견 동반 관광지,제한사항 없음
헬로키티아일랜드,관광지,서귀포시 안덕면 한창로 340,매일 09:00~18:00,박물관 / 반려동물추가요금 없음,126.3520701,33.2901479,반려견 동반 관광지,해당없음
협재해물라면 오빠네,음식점/카페,제주 제주시 한림읍 한림로 475 바다방면 1층,09:00~20:00,"대표메뉴: 문어해물라면, 전복보발칼국수 / 실내 이용 시 케이지 필수",126.2510097,33.4019821,반려견 동반 관광지,제한없음 / 목줄2M이내
협재해수욕장,자연,제주시 한림읍 협재리 2497-1,개장기간 매년 6월말~7월,협재해수욕장은 제주 서쪽에 위치한 해수욕장으로 가장 많은 사람이 찾는 관광 명소 중 하나이다. / ,126.238991,33.3924812,반려견 동반 관광지,제한없음 / 목줄2M이내
호텔제이엠,숙박시설,제주 제주시 삼무로1길 10-7,14:00~12:00,,126.488756,33.4903854,반려견 동반 관광지,반려동물 동반 가능 / 무료
화북환해장성,관광지,제주시 화북동,,1270년 고려 군사들이 삼별초 군사들을 막기 위해 제주 바닷가에 축조한 성 /  / 무료,126.5654672,33.5202107,반려견 동반 관광지,제한없음 / 목줄2M이내
화순곶자왈생태탐방숲길,관광지,서귀포시 안덕면 화순서동로 151,매일 00:00~24:00,관광지 / 반려동물추가요금 없음,126.3322556,33.2657577,반려견 동반 관광지,"목줄, 배변봉투"
화순금모래해수욕장,자연,서귀포시 안덕면 화순해안로 91,,화순금모래해수욕장은 안덕면에 위치한 해수욕장이다. 검은빛 모래는 거칠지 않아 아이와 반려 동물이 뛰어놀기에 부담이 없다. / ,126.3357841,33.2398488,반려견 동반 관광지,제한없음 / 목줄2M이내
화이트 돌핀,숙박시설,제주 제주시 구좌읍 해맞이해안로 1762,16:00~11:00,,126.8901993,33.526828,반려견 동반 관광지,반려동물 동반 가능 / 무료
효명사,관광지,서귀포시 남원읍 516로 815-41,매일 00:00~24:00,관광지 / 반려동물추가요금 없음,126.5941764,33.3232992,반려견 동반 관광지,"목줄, 야외 산책로만 동반 가능"
휘게펜션,숙박시설,서귀포시 성산읍 삼달신풍로 12905,매일 15:00~11:00,애견 동반 펜션 / 반려동물추가요금 없음,126.8403005,33.3710488,반려견 동반 관광지,제한사항 없음
휘닉스아일랜드콘도,관광지,서귀포시 성산읍 섭지코지로 107,매일 14:00~11:00,관광지 / 반려동물추가요금 없음,126.9287042,33.4255898,반려견 동반 관광지,"목줄, 배변봉투"
휴애리,관광지,서귀포시 남원읍 신례동로 256,매일 09:00~19:00,박물관 / 반려동물추가요금 없음,126.6361767,33.3096573,반려견 동반 관광지,"목줄, 배변봉투"
휴애리자연생활공원,관광지,제주 서귀포시 남원읍 신례동로 256,09:00~19:00,"계절별로 꽃을 만날 수 있는 공원 / 7kg 미만 소형견만 입장 가능
카페 입장 불가 / 유료",126.6361767,33.3096573,반려견 동반 관광지,소형견 / 목줄2M이내
흑돼지BBQ,음식점/카페,제주 서귀포시 태평로353번길 7 1층,16:30~22:30,"대표메뉴: 2인세트(오겹살300g+목살200g) / 실내 케이지, 유모차 필수",126.5596599,33.2468266,반려견 동반 관광지,"소형견, 중형견 / 목줄2M이내"
엠버호텔,숙박업,"제주특별자치도 제주시 삼무로 12 (연동, 엠버서더 관광호텔) 1층",연중무휴,저희는 연동에 위치한 엠버호텔입니다.작년에 리모델링을 완료하여 깔끔하고 큰 객실을 합리적인 가격으로 제공하고 있습니다. /  ,126.4877991,33.4897246,안전여행 스탬프 관광지,
아스타호텔,숙박업,"제주특별자치도 제주시 서사로 129 (삼도일동, ASTAR HOTEL) 아스타호텔","조식 07:00~10:00/ 중,석식 10:30~22:00/ 룸서비스 10:00~22:00(last order 21:30)/ 사우나,피트니스 06:00~21:00","아스타 호텔은 4성급 관광호텔로서 제주 국제공항에서 10분 이내 접근 가능한 시내 중심가에 위치하고 있어 이동이 매우 편리한 교통 환경을 자랑하고 있습니다. 아늑하고 따뜻한 느낌의 다양한 객실과 각종 세미나, 연회 행사, 결혼식 등 행사 목적에 맞게 다양한 연출이 가능한 연회장과 웨딩홀을 갖추고 있습니다. 저희 모든 임직원은 고객 한 분 한 분을 소중히 하며, 항상 따뜻하고 세심한 서비스로 제주여행의 편안함과 즐거움을 드리겠습니다. / 컨퍼런스 및 컨벤션 등 행사,수영장 및 숙박시설,실내체육시설",126.5202449,33.500836,안전여행 스탬프 관광지,
오션패밀리호텔,숙박업,"제주특별자치도 제주시 일주서로 7531 (이호일동, 줌비치타운) 오션패밀리호텔",연중무휴,"제주공항에 근접해 있으며, 해수욕장과 제주도심으로 가는 교통의 요충지에 있는 숙소로써 , 언제나 고객님들이 오셔서 편안한 숙박을 하실 수 있는 숙소입니다. 제주공항 차량 7분공항과 제일 가까운 이호테우 해수욕장 도보4분 , 버스정류장 도보1분 , 편의점 도보1분. / ",126.4510746,33.4952302,안전여행 스탬프 관광지,
해마 호텔,숙박업,제주특별자치도 제주시 삼무로 28 (연동) 해마 호텔,24시간 연중무휴,제주 시내에 위치하고 있는 호텔입니다. 주변 먹거리와 쇼핑 전부 갖추어져 있는 깨끗한 호텔입니다. / ,126.4895643,33.489692,안전여행 스탬프 관광지,
제주컬리넌관광호텔,숙박업,"제주특별자치도 제주시 사장1길 26 (연동, 컬리넌관광호텔) 컬리넌관광호텔",영업시간 24시간 연중무휴,저희 호텔은 제주의 중심 연동에 위치한  비지니스&부티크 호텔로서  도시 감각의 개성적인 디자인으로  모든 객실을 개인 취향을 고려하여 다양한 디자인으로 새로은 라이프 스타일을 연출하였고 고객님이 호텔을 이용하시는데 불편함이 없도록 항상 고민하고 안락한 환경을 서비스 하도록 노력하는 호텔 입니다. /  ,126.4929002,33.485324,안전여행 스탬프 관광지,
호텔레오,숙박업,"제주특별자치도 제주시 삼무로 14 (연동, HOTEL LEO) 호텔레오","연중 무휴, 24시간","제주시에 위치한 호텔레오는 200여점 이상의 작품이 전시 된 갤러리 호텔로서 고급 침구류를 사용하여 고객의 편안한 휴식을 추구 합니다.
Hotel Leo is located in Sinjeju, the greatest commercial area in Jeju Island, and located within 5minutes of Jeju Air and Jeju Passenger Terminal. All sorts of amenities and public offices are located in the vicinity, and the area filled with things to enjoy, see, and eat, including “a carless street, and a duty-free shop”, allowing guests to make new and different memories during your stay in Jeju Island. / 컨퍼런스 및 컨벤션 등 행사",126.4882402,33.48973,안전여행 스탬프 관광지,
제주나인리조트,숙박업,제주특별자치도 제주시 해안마을북길 14-5 (해안동) 나인리조트 사무실,"연중무휴, 12:00 이후 당일예약 불가","가족, 모임, 세미나, 워크숍 등 단체 여행객들이 이용하기 좋은 리조트입니다. /  ",126.4536904,33.4648984,안전여행 스탬프 관광지,
블룸호텔,숙박업,"제주특별자치도 서귀포시 중문관광로72번길 53 (색달동, 하나호텔) 블룸호텔",연중무휴,휴식과 비즈니스가 모두 함께하는 중문단지 중심에 위치한 블룸호텔 입니다. / 컨퍼런스 및 컨벤션 등 행사,126.4080978,33.2498563,안전여행 스탬프 관광지,
켄싱턴리조트 제주중문,숙박업,"제주특별자치도 서귀포시 중문관광로72번길 29-29 (색달동, 한국콘도) 켄싱턴리조트 제주중문 (구 한국콘도)",24시간 / 연중무휴,"1979년 시작된 제주 중문관광단지내 유일한 패밀리콘도-한국콘도가
전면 오션뷰 객실로 새단장하고 켄싱턴리조트 제주중문으로 새로운 감동을 선사합니다. / 수영장 및 숙박시설",126.4125276,33.2475779,안전여행 스탬프 관광지,
일레인호텔,숙박업,"제주특별자치도 서귀포시 일주서로 660 (회수동, 일레호텔) 일레인호텔",연중무휴,완벽한 휴식을 위한 최고급 침구와 깔끔하고 편안한 객실 / ,126.4390663,33.2546216,안전여행 스탬프 관광지,
골든파크호텔,숙박업,제주특별자치도 제주시 서광로2길 9 (오라일동) 골든파크호텔,연중무휴,"제주도 중심가에 위치한 제주골든파크호텔입니다. 저희 호텔은 제주시외버스터미널 근처에 위치하며 제주공항과도 5분거리에 위치하여 교통편이 매우 편리합니다.
코로나19로 인한 방역관리 지침에 따라 깨끗하고 위생적으로 호텔을 관리하고 있습니다. / ",126.5129868,33.4992344,안전여행 스탬프 관광지,
올레리조트,숙박업,"제주특별자치도 제주시 애월읍 부룡수길 33 (신엄리, 올레리조트) 올레리조트","프런트 07:00~24:00, 조식 08:00~10:00(09:30 입장 마감), 중식 12:00~15:00(14:00 Last Order)","오래오래 머물고 싶은 리조트 ""올레리조트""입니다.  올레리조트는 사방이 제주의 자연과 어우러져 시시각각 다른 색깔로 다가오는 신엄리 앞바다와 구름, 웅장한 한라산의 조망이 가능한
제주의 최고의 휴양형 리조트 입니다. / 수영장 및 숙박시설",126.3557952,33.4756741,안전여행 스탬프 관광지,
하이제주호텔,숙박업,제주특별자치도 제주시 한림읍 일주서로 5125 (협재리) 하이제주호텔,24시간 영업/연중무휴,"하이제주호텔은 일반손님은 물로, 반려견 동반 손님들도 편안하시도록 캠핑,바베큐,수영장등 다양한 부대시설을 갖추고 여러분을 기다립니다. 저희를 찾아주시는 여러 고객분들에게 안락하고, 즐거운 여행이 되시도록 최선을 다하는 호텔이 되겠습니다. / 수영장 및 숙박시설",126.2532446,33.3918172,안전여행 스탬프 관광지,
코쿤호텔,숙박업,"제주특별자치도 제주시 애월읍 중엄3길 50 (신엄리, 에뜨왈호텔) 제주코쿤호텔",연중무휴,"관광호텔로 객실이 30개를 보유하고 있으며 전 객실 바다전망.
소유주가 변경되었으며 리모델링 하였습니다. / ",126.3716409,33.478011,안전여행 스탬프 관광지,
미륭제주지점(심스호텔),숙박업,"제주특별자치도 제주시 임항로 249 (건입동, 다이아나호텔) 심스호텔",휴무 없습니다. 24시간 영업입니다,"저희 심스호텔은 제주항이 바라보이는 사라봉옆에 위치한 92객실 관광호텔입니다.
제주공항과 제주항이 가까워 이동하기 편리한 장소에 위치하고 있습니다.
편안한 여행길에 저희 심스호텔이 준비된 모습으로 여러분을 기다리고 있습니다. / 수영장 및 숙박시설",126.5395454,33.5178071,안전여행 스탬프 관광지,
호텔 캘리포니아 제주,숙박업,"제주특별자치도 서귀포시 김정문화로27번길 14-4 (강정동, 호텔캘리포니아) 강정동 164-1",24시간 휴무없음,맛있는 조식과 쾌적하고 깨끗한 룸이 항상 준비되어 있습니다 / ,126.5083856,33.2528669,안전여행 스탬프 관광지,
(주)오션그랜드호텔,숙박업,"제주특별자치도 제주시 조천읍 조함해안로 490 (함덕리, 오션그랜드제주호텔) 오션그랜드호텔",24시,"동양의 하와이 라 불릴정도로의 비취색 빛깔의 함덕해수욕장 ㅇ,ㄹ 끼고 있는 저희호텔은 천혜의 자연경관과 함께 고객 여러분들 께서 편안함과 안락함을 느기실수ㅜ 있게 종사원들의 가족과 같은 서비스라는 슬로건을 내걸고 한층 더 높은 서비스를 제공하고자 항상 노력하고 있습니다 / ",126.6652068,33.542531,안전여행 스탬프 관광지,
유탑유블레스호텔 제주,숙박업,"제주특별자치도 제주시 조천읍 조함해안로 502 (함덕리, 유탑유블레스호텔) 유탑유블레스호텔",연중무휴,"유블레스 호텔 제주는 제주에서 가장 아름다운 에메랄드빛 바다와 흰 모래밭이 어우러지는 함덕 서우봉 해변에 자리잡고 있습니다.
또한 모던료칸도 있어 료칸에서 함덕 해변을 바라보는것 또한 멋있습니다. / 컨퍼런스 및 컨벤션 등 행사,수영장 및 숙박시설",126.66621,33.5424066,안전여행 스탬프 관광지,
아이미 제주비치 호텔,숙박업,"제주특별자치도 제주시 조천읍 조함해안로 474 (함덕리, 제주비치) 아이미 제주비치 호텔",08:30~23:00,아름다운 제주 함덕의 비치를 저희 호텔 테라스에서 만끽해보십시오. 탁 트힌 전경을 바라보며 즐거운 휴식을 느껴보세요. / ,126.6634187,33.5432871,안전여행 스탬프 관광지,
코업시티호텔성산,숙박업,제주특별자치도 서귀포시 성산읍 성산등용로 28 (성산리) 코업시티호텔성산,24시간운영,유네스코 세계자연유산인 성산일출봉과 제주오름을 바라볼 수 있는 호텔에서 편안한 휴식을 즐기실 수 있습니다. / ,126.9319297,33.4659836,안전여행 스탬프 관광지,
헤세드하우스,숙박업,제주특별자치도 서귀포시 표선면 세화리 240-3 헤세드하우스,"오픈시간은 오전 11시, 마감시간은 오후 8시반입니다.","헤세드하우스는 올레 4번길 표선으로부터 남원 방향  7km 지점에 놓여 있으며
주변에는 가마포구와 매오름이 있으며 농협 연수원과 Sono Calm 리조트호텔이
있습니다. /  ",126.8049417,33.3053542,안전여행 스탬프 관광지,
씨에스 호텔 앤 리조트,숙박업,제주특별자치도 서귀포시 중문관광로 198 (중문동) 제주특별자치도 서귀포시 중문관광로 198,"연중 무휴, 24시간 프론트 운영","제주 씨에스 호텔은 100년된 어촌 마을을 계승하여 제주의 전통과 현대적인 조화가 어우러진 국내 최초, 제주 유일의 5성급 전통 호텔입니다.
제주 유일의 황모 장인의 정성이 깃든 황모 지붕, 현무암으로 쌓아올린 돌담, 푸른 바다가 펼쳐지는 드넓은 가든으로 이루어진 전 객실이 독채형으로 이루어져 있습니다. / 컨퍼런스 및 컨벤션 등 행사,수영장 및 숙박시설",126.4217143,33.2427,안전여행 스탬프 관광지,
그림리조트,숙박업,제주특별자치도 제주시 서해안로 620-1 (용담삼동) 그림리조트,24시간,"그림리조트는 제주시 최고의 경관으로 잘 알려진 용담 해안도로에 위치하고 있으며, 공항과도 매우 가까워 이동에 편리한 최적의 가족호텔입니다. / 수영장 및 숙박시설",126.5034878,33.5165653,안전여행 스탬프 관광지,
포도호텔 (SK 핀크스),숙박업,제주특별자치도 서귀포시 안덕면 산록남로 863 (상천리) SK핀크스,연중무휴,"세계적인 건축가 이타미 준이 설계한 HEALING BUTIQUE 포도호텔은 많은 고객들이 꼭 한번 숙박하고 싶어하는 제주의 대표적인 호텔로 각광받고 있습니다.2015년 새롭게 개장한 디아넥스는 43객실을 비롯하여 온천 사우나, 수영장, 컨퍼런스룸 등 다양한 부대시설이 구비되어 고객 편의와 만족도 높은 휴식을 제공합니다. / 컨퍼런스 및 컨벤션 등 행사,수영장 및 숙박시설,실내체육시설",126.3909312,33.3117629,안전여행 스탬프 관광지,
제주신화월드(람정제주개발),숙박업,제주특별자치도 서귀포시 안덕면 녹차분재로 217,연중무휴,"제주신화월드 내 호텔&리조트는 총 2,000여개의 객실을 갖춘 제주 최대 규모의 프리미엄 호텔&리조트입니다. 제주의 곶자왈 숲속에 밭담 형태로 자리잡은 4개의 호텔&리조트는 단순한 숙박시설이 아니라 테마파크, 워터파크, 다이닝 및 쇼핑공간, 컨벤션 센터를 갖추고 있어 그 자체로 새로운 제주 여행의 목적지가 되었습니다. / 컨퍼런스 및 컨벤션 등 행사, 수영장 및 숙박시설, 실내체육시설",126.2903621,33.2980323,안전여행 스탬프 관광지,
루체빌리조트,숙박업,제주특별자치도 서귀포시 안덕면 산록남로 786,연중무휴,"루체빌리조트는 서귀포시 안덕면 산록남로 786에 위치하였고, 2014년 7월에 오픈하여 68개의 객실과 레스토랑, 강당 및 세미나실을 보유하여 실용적인 구조에 편리함을 더한 모던한 인테리어를 갖춘 프리미엄 호텔입니다. / 실내체육시설",126.3851658,33.3198744,안전여행 스탬프 관광지,
산방산호텔,숙박업,제주특별자치도 서귀포시 대정읍 일주서로 2093,연중무휴,"저희 호텔은 산방산과 송악산을 아우르는 사계해안과 가파도, 마라도 선착장이 있는 모슬포에 인접하여 위치하고 있습니다. 모던한 디자인과 심플하고 실용적인 공간 구성이 돋보이며 위생과 청결을 최우선으로 하는 가족호텔입니다. / 수영장 및 스파시설",126.2932573,33.2496764,안전여행 스탬프 관광지,
삼해인 관광호텔,숙박업,제주특별자치도 제주시 도령로 108,,,126.4895042,33.4912961,안전여행 스탬프 관광지,
디아넥스 호텔,숙박업,,,,123.7417741,32.5220203,안전여행 스탬프 관광지,
아띠랑스호텔,숙박업,제주특별자치도 서귀포시 성산읍 해맞이해안로 2614,,,126.9092274,33.477435,안전여행 스탬프 관광지,
헤이서귀포,숙박업,제주특별자치도 서귀포시 태평로 363,,,126.560054,33.2463533,안전여행 스탬프 관광지,
코델리아s호텔,숙박업,제주특별자치도 서귀포시 성산읍 오조리 990-1 코델리아s호텔,프론트 7- 새벽 2시 까지 운영 휴무날은 없습니다,"성산에 위치한 코델리아s호텔입니다. 성산에서 가장큰 규모를 자랑하며 5년이상 운영중인 기업입니다 / 컨퍼런스 및 컨벤션 등 행사,수영장 및 스파시설",126.9102296,33.4549572,안전여행 스탬프 관광지,
코델리아리조트,숙박업,제주특별자치도 서귀포시 성산읍 오조리 941-1 코델리아리조트,프론트 7- 새벽12시 까지 운영 휴무날은 없습니다,"코델리아리조트는 성산에 위치한 리조트이며 10년이상 운영중인 리조트입니다 / 컨퍼런스 및 컨벤션 등 행사,수영장 및 스파시설",126.9097275,33.4589831,안전여행 스탬프 관광지,
비스타케이호텔월드컵,숙박업,"제주특별자치도 서귀포시 김정문화로41번길 10-6 (법환동, 비스타케이호텔) 비스타케이호텔",연중무휴,교통이 편리한 가성비 호텔 / 수영장 및 스파시설,126.5097863,33.251901,안전여행 스탬프 관광지,
호텔 스카브로,숙박업,제주특별자치도 서귀포시 예래해안로 15 (하예동) 호텔스카브로,FrontDesk Opreation Hour 08:00~00:00 / 연중무휴,"영국의 작은 마을을 모티브로 설계한 유럽감성을 듬뿍 담은 호텔.
스카브로만의 다양한 분위기와 아름다운 뷰를 감상하실 수 있습니다. / 수영장 및 스파시설",126.3699653,33.2341167,안전여행 스탬프 관광지,
라헨느리조트(주),숙박업,"제주특별자치도 제주시 명림로 384 (봉개동, 라헨느리조트콘도미니엄) 라헨느리조트",연중무휴,"제주공항에서 30분거리에 위치해 있으며 한라산과 바다를 조망으로 골프와 휴양을 동시에 즐길 수 있는 골프리조트입니다. / 컨퍼런스 및 컨벤션 등 행사,수영장 및 스파시설",126.6150896,33.4525437,안전여행 스탬프 관광지,
제주스테이 인 성산호텔,숙박업,제주특별자치도 서귀포시 성산읍 신고로 11,,,126.9158391,33.4380918,안전여행 스탬프 관광지,
하늘만큼 땅만큼,숙박업,제주시 애월읍 가문동상4길 5,,,126.3939871,33.48318,안전여행 스탬프 관광지,
라마다제주시티호텔,숙박업,제주시 중앙로 304(이도이동),,,126.5342847,33.4933936,안전여행 스탬프 관광지,
라마다제주더함덕호텔,숙박업,제주시 조천읍 신북로 470(함덕리),,,126.6598785,33.5431497,안전여행 스탬프 관광지,
㈜제주도한달살기,숙박업,제주시 조천읍 조천9길 10(조천리),,,126.6368713,33.536885,안전여행 스탬프 관광지,
제주리시온관광호텔,숙박업,서귀포시 표선면 표선동서로 263,,,126.8336108,33.3271758,안전여행 스탬프 관광지,
제주아이니,숙박업,서귀포시 남원읍 태위로894번길 20-30,,,126.7399833,33.283389,안전여행 스탬프 관광지,
히든스테이,숙박업,서귀포시 성산읍 성산중앙로40번길 12,,,126.9343974,33.4630025,안전여행 스탬프 관광지,
포트에비뉴,숙박업,서귀포시 대포동서로 63-19,,,126.4385824,33.2408032,안전여행 스탬프 관광지,
주식회사춘심이네,음식점/카페,제주특별자치도 서귀포시 안덕면 창천중앙로24번길 16 (창천리) 춘심이네 본점,오전 10:30 ~오후 8:00 (오후3:30~5:00 브레이크 타임) 연중무휴,"제주도 최초의 통갈치구이 전문점으로서 테이블마다 통갈치를 올릴 수 있는 열판이 설치되 있어 식사가 끝날 때 까지 식지 않는 통갈치구이를 맛 보실 수 있습니다.
직원들이 친절하고 능숙하게 뼈를 발라내는 해체 작업도 해주어서 손쉽고 편하게 드실 수 있습니다. / ",126.3704116,33.2644064,안전여행 스탬프 관광지,
제주에가면,음식점/카페,제주특별자치도 제주시 탑동로 119 (삼도이동) 제주에가면,오전8시~오후5시 (마지막주문 4시40분) // 매주 화요일 휴무,"제주산보말을 사용해 정성 가득 담아낸
보말칼국수.보말죽 전문점 / ",126.5180063,33.5147384,안전여행 스탬프 관광지,
길림성,음식점/카페,제주특별자치도 제주시 남성로 37 (용담일동) 1층 길림성,매주월요일휴무,깔끔한중식음식점입니다 / ,126.5127604,33.5036674,안전여행 스탬프 관광지,
돈이랑 서귀포점,음식점/카페,"제주특별자치도 서귀포시 중문관광로 321 (중문동, 한스) 1층",오픈 Am 11:00. 마감 Pm 10:00 매주 일요일 휴무,제주도 서귀포시 중문동에 위치한 제주산흑돼지 연탄구이 전문점입니다. 숙성된 흑돼지를 즐겨보세요~ / ,126.4300671,33.2489997,안전여행 스탬프 관광지,
관포지교,음식점/카페,제주특별자치도 서귀포시 칠십리로 157 (서귀동) 1층,영업시간: 오전 11시~오후 9시 30분 / 매주 월요일 휴무,"자연산회와 조림 전문점이며,
자연산회는 시중 판매 가격보다 저렴하고
객주리조림과 갈치조림, 고등어조림 등
식사류는 1인 주문 가능합니다.
또한 갈치조림, 객주리조림은 1인 13,000원에
판매하여 혼밥 손님들에게 인기메뉴입니다. / ",126.5699677,33.2450882,안전여행 스탬프 관광지,
주식회사삼다도횟집,음식점/카페,제주특별자치도 제주시 서해안로 572 (용담삼동) 삼다도횟집본점,"영업시간:오전11시-오후10시 , 휴무:매주월요일","제주여행중 반드시 맛보고 가야하는 제주 활어회,활어회의 참맛을 제대로 느낄 수 있는 곳,시원한 바닷가 바로 앞에 자리한 이국적인 분위기의 2층 서양식 건물로 실내에 들어가면 동양의 고급스러운 분위기로 꾸며져 있습니다.살이 쫄깃하고담백한 고급 횟감을 비싸지 않은 가격으로 즐길수 있는곳 이며, 다양한 채소와 과일을 이용해 만든 특제 간장소스로 짜지않고 뒷맛까지 깔끔한 제주 최고 간장게장을 무한리필 제공되고 있습니다. / ",126.4992691,33.5190296,안전여행 스탬프 관광지,
