,식당명,닉네임,리뷰,방문일자
2265,장가네일품순두부 신시가지점,아이비 가든,,22.12.28.수
2266,장가네일품순두부 신시가지점,몽뮤,숙소앞이라 갔는데 존맛이네요. 순두부 안좋아하는데 숭늉까지 너무 맛있게 먹었습니다. 떠나기전에 한번 더 먹으러가야겠어여,22.7.17.일
2267,장가네일품순두부 신시가지점,jjomang,부모님이 맛있다고 좋아하셨어요,22.10.31.월
2268,장가네일품순두부 신시가지점,애치S2,맛있어요 갈때마다 사람 많아유,22.9.12.월
2269,장가네일품순두부 신시가지점,희동이좋아,"해물,김치돼지,햄치즈,함박스테이크 맛있어요",22.8.12.금
2270,장가네일품순두부 신시가지점,게른,두부지짐 꼭 드세요 :) 존맛입니당,22.10.30.일
2271,장가네일품순두부 신시가지점,시오뚠순,순두부 돌솥밥 먹을만 해요~ ,22.9.23.금
2272,장가네일품순두부 신시가지점,kim****,굿,23.6.22.목
2273,장가네일품순두부 신시가지점,앙칼쟁이91,"전골을 먹었는데
모든 메뉴가다골고루 넣었네요
맛있어요",22.8.5.금
2274,장가네일품순두부 신시가지점,수라라라,제주도 출장와서 고기국수와 돈까스가 질릴때 힐링됩니다!,22.10.14.금
2275,장가네일품순두부 신시가지점,오케바리 kim 76,,22.12.4.일
2276,장가네일품순두부 신시가지점,재간둥이60,굿,22.12.31.토
2277,장가네일품순두부 신시가지점,bbb****,맛있어요 ,23.6.6.화
2278,장가네일품순두부 신시가지점,kyb****,굿,22.12.27.화
2279,장가네일품순두부 신시가지점,hello7769,가볍게 먹기 좋아요,22.11.10.목
2280,장가네일품순두부 신시가지점,헤이1234,굿,22.12.1.목
2281,장가네일품순두부 신시가지점,카보루,항상 너무 맛있어요~~,22.9.29.목
2282,장가네일품순두부 신시가지점,베르단dd,"맛있어요
그런데..자리 안내 지정 해주는 부분이 조금은 강압적",22.12.28.수
2283,장가네일품순두부 신시가지점,강이누나,제주도 와서 처음 알게된 일품순두부집.. 메뉴도 많고 다 맛있을것 같아요 저는 저희는 어묵 만두 순두부 먹었는데 👍👍👍 굿초이스~~ ,22.8.21.일
2284,장가네일품순두부 신시가지점,her****,맛있어요~,22.12.20.화
2285,장가네일품순두부 신시가지점,파랑새93,매운맛해물 순두부 먹었는데 넘 맵고 평범한맛 쏘쏘했어요,22.9.27.화
2286,장가네일품순두부 신시가지점,yca200495,"서귀포 신시가지 방문시 아침시사는 이곳에서
 체인이긴하지만  이곳만 가는~
솥밥에 다양한 순두부찌개가 맛있어요",22.8.6.토
2287,장가네일품순두부 신시가지점,뚜르르르1,조아요,22.11.11.금
2288,장가네일품순두부 신시가지점,희야9276,"직접만든 순두부는 아니예요
그냥 일반 순두부요
잘 먹고 갑니다",22.8.13.토
2289,장가네일품순두부 신시가지점,미아리박종원,근처에서식당찾다가들어갓는데 양이 많고맛있어요 돌솥밥이라좋아요 1인분에 순두부한줄다들어가고 달걀따로줘요,22.7.5.화
2290,장가네일품순두부 신시가지점,gamza4444,좋습니다 좋아요,22.10.5.수
2291,장가네일품순두부 신시가지점,대장7692,귤따는 작업 인부 저녁,22.12.19.월
2292,장가네일품순두부 신시가지점,수라라라,맛있어요!,22.10.23.일
2293,장가네일품순두부 신시가지점,cho****,ㅈㅇ,22.11.2.수
2294,장가네일품순두부 신시가지점,피노누아76,섞어순두부 맛 좋네요.,22.9.18.일
2295,장가네일품순두부 신시가지점,flu****,굿굿,22.11.11.금
2296,장가네일품순두부 신시가지점,rea****,맛있어요 ,22.10.8.토
2297,장가네일품순두부 신시가지점,박라미57,깔끔하게 나오네요,22.9.12.월
2298,장가네일품순두부 신시가지점,rea****,맛있어요 ,22.8.29.월
2299,장가네일품순두부 신시가지점,뭉치2797,맛있게 잘먹고 갑니다.,22.11.20.일
2300,장가네일품순두부 신시가지점,악녀77,,22.7.31.일
2301,장가네일품순두부 신시가지점,사남매맘49,순두부도 맛있고 솥밥도 맛있어요 양도 많고 ,22.6.9.목
2302,장가네일품순두부 신시가지점,MINO79,맛있어요 ,22.8.29.월
2303,장가네일품순두부 신시가지점,베rr단디,한끼 뚝딱 굿,23.3.23.목
2304,장가네일품순두부 신시가지점,베rr단디,"타지점보다 진한 맛
돌솥밥 좋아요",22.12.28.수
2305,장가네일품순두부 신시가지점,맛있는게 제일좋다궁,"와우 배불러요
가성비갑
국물 시원",22.4.22.금
2306,장가네일품순두부 신시가지점,유느16,굿,22.9.19.월
2307,장가네일품순두부 신시가지점,dre****,굿,22.8.15.월
2308,장가네일품순두부 신시가지점,eva****,맛납니다,22.9.17.토
2309,장가네일품순두부 신시가지점,룰룰룰9,순두부 종류가 엄청 다양하다 만만하게 먹으러 오기 좋음 밑반찬도 맛있고.. 돌솥밥이다 최고,22.5.8.일
2310,장가네일품순두부 신시가지점,oesther,우아 넘 맛있고 반찬도 깔끔하고 남자사장님이 친절하셔용,22.8.4.목
2311,장가네일품순두부 신시가지점,ssamggang,순두부 찌게 종류가 이렇게 많은 줄이야‥,22.7.10.일
2312,장가네일품순두부 신시가지점,니케0707,"순두부 전문점이 가공 순두부라니ㅜ
우리동네 순두부 식당보다 못하고 맛도 밍밍하고
맛업음",22.5.19.목
2313,장가네일품순두부 신시가지점,cho****,ㅈㅇ,22.8.11.목
2314,장가네일품순두부 신시가지점,ber****,"맛있어요
친절해서 더 좋네요",22.7.31.일
2315,장가네일품순두부 신시가지점,Shiny Sunny,많이 비싸졌어요,22.5.26.목
2316,장가네일품순두부 신시가지점,000654,굳,22.11.16.수
2317,장가네일품순두부 신시가지점,cul****,맛있어요,22.12.22.목
2318,장가네일품순두부 신시가지점,낮은구름97,"백반집 찾기 힘들어서 대안으로 선택
맛있어서 맘에 들어요 ",22.5.22.일
2319,장가네일품순두부 신시가지점,토마토59,굿,22.8.2.화
2320,장가네일품순두부 신시가지점,susgskhrikg,맛있게 잘 먹고 왔어요.,22.8.22.월
2321,장가네일품순두부 신시가지점,쭈씨3,애들하고 먹기 좋네요,22.5.29.일
2322,장가네일품순두부 신시가지점,coo****,매워요  하지만 맛나요,22.5.13.금
2323,장가네일품순두부 신시가지점,아로아93,맛있어요~,22.6.15.수
2324,장가네일품순두부 신시가지점,reele,맛있어요 ,22.7.18.월
2325,장가네일품순두부 신시가지점,cul****,맛있어요,22.11.16.수
2326,장가네일품순두부 신시가지점,가윤가윤해,김치돼지순두부가 젤 맛남,22.4.19.화
2327,장가네일품순두부 신시가지점,보름달669,굿,22.7.7.목
2328,장가네일품순두부 신시가지점,포뇨포뇨랑,"서귀포라마다호텔 숙박하면서 비오는 저녁이여서 그냥 차로 돌면서 밥집 찾는데 도로옆에 일품순두부보이는데 맛있을거 같아 들어갔
어요. 앞에 계산하시는 아저씨가 진짜 너무 맛있네요. 라고 하시니 아.맛집인가보다 하고 동생이랑 해물. 조개시켰어요. 음식은 빠르게 
나오고 달걀이 테이블마다 넉넉히 있어서 취향에 따라 넣어드시면돼요. 저는 한개퐁당. 순두부시키면 돌솥이 세트세트에요. 착한...",21.10.12.화
2329,장가네일품순두부 신시가지점,ppa****,좋아요 ,22.6.20.월
2330,장가네일품순두부 신시가지점,땅꾼 80,좋아요 ,22.6.20.월
2331,장가네일품순두부 신시가지점,17m****,맛있어요.계란 두개 넣어서 먹었어요.든든해요 ,22.6.12.일
2332,장가네일품순두부 신시가지점,tlsalswn05,맛있어요,22.6.20.월
2333,장가네일품순두부 신시가지점,ijo****,다 맛있어요,22.5.14.토
2334,장가네일품순두부 신시가지점,coo****,그래도 동네 밥집,22.6.1.수
2335,장가네일품순두부 신시가지점,jmj****,맛있어요 강추,22.4.21.목
2336,장가네일품순두부 신시가지점,jms****,ㅇ,22.9.26.월
2337,장가네일품순두부 신시가지점,베르단dd,가성비 괜츈,22.9.3.토
2338,장가네일품순두부 신시가지점,통90,익숙하고 모두좋아하는 맛,22.3.18.금
2339,장가네일품순두부 신시가지점,rea****,맛있어요,22.4.10.일
2340,장가네일품순두부 신시가지점,Eheh,맛있어요,22.9.1.목
2341,장가네일품순두부 신시가지점,ssw****,굿,22.6.8.수
2342,장가네일품순두부 신시가지점,071****,굿,22.6.8.수
2343,장가네일품순두부 신시가지점,kje1170,굿,22.6.8.수
2344,장가네일품순두부 신시가지점,CeL,순두부찌개 종류가 다양하고 양이 많아요. 돌솥밥 주는 거 최고!!,22.2.8.화
2345,장가네일품순두부 신시가지점,베rr단디,아침으로 먹기 좋아요,22.10.3.월
2346,장가네일품순두부 신시가지점,lhj0342,차돌순두부 맛나요^^,22.4.9.토
2347,장가네일품순두부 신시가지점,cs****,좋아요 ,22.10.5.수
2348,장가네일품순두부 신시가지점,yiik40,굿,22.6.1.수
2349,장가네일품순두부 신시가지점,잔든건75,굿궁,22.4.26.화
2350,장가네일품순두부 신시가지점,이현리뷰,맛있어요,22.4.18.월
2351,장가네일품순두부 신시가지점,둥가19,👍👍,22.5.2.월
2352,장가네일품순두부 신시가지점,스마일킹,너무 맛있게 잘먹었어요.돌솥이랑 함께 저 가격면 진짜 싼것같은데 맛도 짱이고~ 굿~,22.1.24.월
2353,장가네일품순두부 신시가지점,슈슈3007,"동네맛집인지 사람들이 많았어요
돌솥밥이 너무 맛있었어요",22.1.14.금
2354,장가네일품순두부 신시가지점,구월산백호할매당,맛나요,22.3.4.금
2355,장가네일품순두부 신시가지점,may****,굿,22.4.26.화
2356,장가네일품순두부 신시가지점,rea****,맛있어요,22.1.13.목
2357,장가네일품순두부 신시가지점,kjm****,ㅈㅅㄷ느거,22.3.16.수
2358,장가네일품순두부 신시가지점,kjm****,ㅈㄷ느겅,22.3.15.화
2359,장가네일품순두부 신시가지점,PT카네기,좋아,22.5.16.월
2360,장가네일품순두부 신시가지점,yj****,두부를 좋아해서인지  맛나게  먹었어요,22.3.25.금
2361,장가네일품순두부 신시가지점,kim****,굿 맛있어요 아침 식사 가능해요,22.3.24.목
2362,장가네일품순두부 신시가지점,꼬야뿅,맛있어용~~,22.2.3.목
2363,장가네일품순두부 신시가지점,제주악어,"집근처라 자주 가는 곳이에요
어떤 메뉴를 먹어도 대만족. 존맛💕💕💕",21.11.13.토
2364,장가네일품순두부 신시가지점,웅가46,주차하기 편하고 청결하고 직원님들이 친절해요~~ 맛은 두말하면 잔소리죠~~,21.11.5.금
2365,장가네일품순두부 신시가지점,아테나타로,굿,22.3.4.금
2366,장가네일품순두부 신시가지점,Asteria,굿,22.1.24.월
2367,장가네일품순두부 신시가지점,땡깡쟁이3988,순두부 종류가 많아서 골라먹는  재미가  있어요,22.2.20.일
2368,장가네일품순두부 신시가지점,뽀록요행,순두부 체인점 가성비 좋고 맛도 좋음,21.9.19.일
2369,장가네일품순두부 신시가지점,mms****,좋아요,22.2.15.화
2370,장가네일품순두부 신시가지점,세종 제우스,음식맛 좋아요,21.11.15.월
2371,장가네일품순두부 신시가지점,골드실버90,"제주에서 두번 방문했어요
가격.맛 모두 괜찮아요",21.10.18.월
2372,장가네일품순두부 신시가지점,noonona,순두부 메뉴 정말 다양해요👍 맛도 좋아요~,21.10.24.일
2373,장가네일품순두부 신시가지점,냥이1766,가성비 좋고 맛있어요,21.11.11.목
2374,장가네일품순두부 신시가지점,함태경,맛있어요.,21.12.12.일
2375,장가네일품순두부 신시가지점,축복으로,맛있어요,21.12.28.화
2376,장가네일품순두부 신시가지점,돔양꿍3112,"자주가는곳인데 오늘은 밥이 찰기가 없고 일품순두부에서 조개비란내가 좀났어요
음식도 넘 늦게 나와서 기다리기  힘들었지만 잘 먹었습니다~",21.10.9.토
2377,장가네일품순두부 신시가지점,mingh,아침부터 잘 먹었네요ㅎㅎ,21.11.25.목
2378,장가네일품순두부 신시가지점,kje****,굿,22.1.18.화
2379,장가네일품순두부 신시가지점,heejeong226,굿,22.5.14.토
0,형제도식당 본점,hse****,"작년에 맛있게 먹고  올해 친정엄마 모시고  다시 방문했어요 스끼다시가 무척 많아요 그런데 생각보다.. 갈치가 작년보다 작았어요..  작
년엔 스페셜로 주문한듯.. 메뉴판에 표기 해주시면 좋을듯해요 암튼 맛있게 먹었어요",4.5.금
1,형제도식당 본점,예의없는돼지,"제주도 오면 갈치는 꼭 빠질 수 없는거 같아요 ㅎㅎ 맛이 있으면 가격이 좀 비싸고, 반대도 있고 뭐..만족할 수 없는 곳도 좀 많더라구요. 
반면  여기는 가성비로는 따라갈 수가 없을거 같아요. 물론 맛도 맛있게 잘 먹을 수 있구요. 3.4명이라면 더더욱이 강추, 아무래도 (2인용
은 좀 상대적으로 날씬해서요.사진이 2인용) 가족 모두 와서 왕 먹어봤는데 갈치가 정말 뚱뚱하고 거대했던 기억이 있어요. 조림...",3.3.일
2,형제도식당 본점,Cherry Queen,"갈치구이야 요즘 보통 다 가시 발라주시고 조림도 어딜 가든 평타 이상이면 서비스와 친절도가 재방문의 이유라고 생각합니다 정말 너
무 친절하시고 기분이 좋아지는 식사 시간이었습니다",3.25.월
3,형제도식당 본점,mea****,반찬도 다양하고 갈치 속살이 엄청 부드럽네요 아이들이 생선구이를 좋아해서 한번 방문해봤는데 데리고 오길 잘했다는 생각이 들더라구요 양도 많고 맛있어서 다음에 한번 더 오겠다고 말씀드리고 왔습니다 ㅋㅋㅋ 다음에 또 올게요 사장님!,3.28.목
4,형제도식당 본점,vir****,스끼다시 다양하고 많아요~ 갈치구이나 갈치조림이나 전부 부드럽고 제 입맛에 잘 맞아서 밥 한공기 뚝딱했네요 갈치도 엄청 마르지도 않고 신선해서 안에 살도 많았어요,3.28.목
5,형제도식당 본점,spu****,전체적으로 고급지고 예쁘게 나와요 사진 엄청 찍었네요 ㅋㅋ 나오는 메뉴들 다 신선하니 맛있습니다 부모님이나 가족모임으로 너무 좋을 거 같아요,3.31.일
6,형제도식당 본점,gui****,주차가 편리하고 음식이 맛있어요 갈치를 식당에서 먹은 건 처음이었는데 갈치가 신선하고 안에 살도 부드럽고 많네요 너무 만족스러운 식사였습니다,3.27.수
7,형제도식당 본점,JuJus,"진짜 찐 후기 ~~ 작년에 왔었는데 이번에는 오니까 구성이 미쳤어요 …. 기본 찬 스끼다시만 찍었는데 이렇게 푸짐할수가 있나요 !! 허겁
지겁 먹느라  메인은 못찍었는데 진짜 대박…. 이렇게 주시고도 리필도 해주시니 남는게 있나싶을정도로 배터집니다ㅠ",1.17.수
8,형제도식당 본점,마이푸들,부모님이랑 같이간 식당인데 갈치구이 갈치조림 당연히 너무 맛있고 갈치회도 주시는데 처음 먹어봤는데 완전 별미고 맛있네요 구이도 보들보들 맛있고 조림도 양념이 잘 버무러져서 진심 맛있습니다,23.11.28.화
9,형제도식당 본점,Aubrey77,"메인 메뉴인 갈치조림, 갈치구이는 당연히 맛있구요, 이 집은 밑반찬도 메인 못지 않게 맛있어요. 갈치회, 갈치회무침, 갈치튀김, 미니갈
치구이, 돌게장, 고사리무침까지 전부 다 훌륭했어요. 점심 전에 오면 조용히 식사할 수 있어서 더 좋아요. (점심 이후에는 항상 손님이 
많아요.)  서빙하시는 분들도 전부 다 친절하세요. 추천해요!",23.10.21.토
10,형제도식당 본점,jtj****,스끼다시 다양하고 갈치조림이 엄청 맛있어요 양념도 잘 배어있어서 좋네요,3.27.수
11,형제도식당 본점,어멍울구,가게 내부가 깨끗하고 깔끔해요 앉을 자리도 많아서 단체로 식사하기에도 좋아요,3.24.일
12,형제도식당 본점,꾸룩꾸루,직원분들이 친절하시고 좋아요 양도 많고 맛도 있어서 저희 가족이 제일 만족했던 식사였습니다,3.24.일
13,형제도식당 본점,깔끔청사,갈치조림 간이 잘 베어있어서 너무 맛있네요 밥이랑 먹으니까 환상적입니다,3.23.토
14,형제도식당 본점,콧바람쌩,"스페셜 주문했는데 문어도 맛있고 갈치회까지!
맛있어요~",23.12.19.화
15,형제도식당 본점,익명0,진짜 가격도 저정도면 너무 혜자였구요 구이랑 조림 세트로 시켰는데 8만원 이였어요 2인상에 거기다가 귤좀 따가서 먹으라고 하셔서 먹었어요 ㅎㅎ😃귤따는 경험도해보고 재밌고 맛있고 사장님도 너무 친절했습니다!!! 추천👍👍👍👍👍👍👍,23.11.8.수
16,형제도식당 본점,마마뷰,신선한 갈치의 다양한 요리를 저렴한 가격에 맛볼 수 있어서 좋아요,3.23.토
17,형제도식당 본점,km4568,"밑반찬, 갈치회 갈치 조림이 먼저 나오고 나중에 솥밥(추가)과 구이가 같이나와요! 이만하면 세트구성 나쁘지않아요 둘이 너무 배부르게 잘먹었습니다",23.10.17.화
18,형제도식당 본점,깡기르,"그냥
미쳤다는 말 밖에.. 엄마랑 여행왔는데 살면서 먹어본 음식점 중에서 가장 돈 안아까운 집이에요
맛도 양도 친절도 good",23.11.28.화
19,형제도식당 본점,우사탕,제주도가면 꼭 갈치를 먹는데 여기 갈치구이가 제일 맛있는거 같아요 딱 부드럽고 맛있게 구워져서 너무 맛있고 같이 나오는 밑반찬들도 너무 맛있어서 밪을 두공기는 먹게 됩니다 ㅎㅎ,23.11.28.화
20,형제도식당 본점,hayane339,너무 맛있게 잘먹었어요!!! 음식 하나하나 다 맛있고 가격도 저렴하고^^ 제주도 올때마다 오려고요,23.11.20.월
21,형제도식당 본점,좋아좋아윤,압도적인 비쥬얼만큼이나 맛도 꽉 차있는 녀석이었어요! 밥먹고 싶은 마음 가득한 상태였는데 마침 제댜로된 집으로 와서 참 다행이었고 퀄리티와 구성 생각했을때 가격대도 괜찮다고 느껴져서 더 만족스러웠던 식사였습니다 👏👏,23.10.19.목
22,형제도식당 본점,빵씨미,간이 딱맞고 갈치 요리는 다맛볼수있어 좋았어요,23.11.29.수
23,형제도식당 본점,희희홍,"다음여행때도 색달동에 오게된다면 또 오고싶은 집입니다.
원래 맛있는 갈치를 한차원 더 맛을 끌어올려 만들어주시는지 강렬한 맛이 느껴졌고 기본 찬부터해서 같이 나오는 메뉴들도 하나하나 매력이 넘쳐서 더 맛있게 먹고 갈 수 있었습니다.",23.10.18.수
24,형제도식당 본점,wlv****,제주 오면 매번 먹는 흑돼지도 물론 좋긴했지만 이번에는 특색있고 맛있는 갈치요리를 접할 수 있어 더 좋았어요!! 구성부터가 기분좋아지게 하더니 갈치무침에 갈치회 전부 다 제 스타일이어서 아주 좋았고 통갈치의 매력 제대로 느끼고 갈 수 있어 좋았습니다!,23.10.18.수
25,형제도식당 본점,공부의신문선배,제주도에서 무조건 먹어주어야 하는 갈치 그중에서도 여기서 먹어야 하는 갈치 갈치구이 진짜 맛있고 살이 실해서 양도 많고 또 반찬들도 하나같이 진짜 맛있는게 찐입니다!,23.11.28.화
26,형제도식당 본점,dlckd,"저번에너무맛있게먹어서 다시온곳이랍니다
역시 가성비맛집은 맞은거같아요 가격대비 알차고 갈치조림.갈치구이까지 만족도가 높은 식사였어요
주차자리도넓어서 좋아요",23.11.10.금
27,형제도식당 본점,못말리는마누라,"2번째 방문입니다😀 저번에는 조림만 먹었는데 이번에는 구이랑 조림나오는 세트 2인 먹었어요.
메뉴구성이 알찬데 조림이 압도적으로 맛있어서 다음에는 조림만 먹으려구요😊 양념이 예술👍",23.11.9.목
28,형제도식당 본점,흐흥,갈치구이도 구이인데 회도 너무나 맛있었어요 ㅠㅠㅠㅠ 갈치구이만 먹으려다가 갈치회 조림까지 싹다..ㅋㅋ 밑반찬 종류도 많구 다 맛있습니당 가성비좋아요,23.11.4.토
29,형제도식당 본점,소노닥노,아들이 이렇게 갈치구이를 좋아하는지 오늘 알았어요!! 신선하고 양도 푸짐해서 좋았어요. 그리고 가격이 정말 착한 것 같아서 부담이 없네요~,23.10.19.목
30,형제도식당 본점,최아이이,여기는 돈쭐내줘야하는곳이예요 찐으로 맛있어요 제주도 여행중 검색도중에 맛있어보여서 바로 여자친구랑같이방문했다가 배터지게먹고갔어요 맛도맛이지만 여긴 무조건이예여!! 가성비대박,23.11.10.금
31,형제도식당 본점,138138사랑합니다,갈치구이를먹고있으면 이렇게 갈치조림이나오는데 세트메뉴로 정말 해산물도많아서 둘이먹는데 배터지는줄알았어요 술도한잔먹고 ㅎㅎㅎㅎ꼭들리세요 여긴 또올껍니다!!,23.10.19.목
32,형제도식당 본점,lllaslll,"한번오면 생각나는 형제도식당,제주도물가가 비싸서 먹기부담스럽지만 여기서는 가성비가격에 많이먹을수있어서 좋아요 세트메뉴로다양한구성 굳",23.10.19.목
33,형제도식당 본점,주태백이293,"그냥 말이필요없는 형제도식당 가격대비 모든해산물을 다먹을수있어서 좋은거같아요
항상 부흥하시고 맛있게먹었어요 주차장자리도 넓어서 좋아요",23.10.19.목
34,형제도식당 본점,cho****,반찬도 엄청 다양하지만 맛도 좋았어요. 그리고 갈치구이가 사이즈가 있다 보니깐 정말 든든하게 먹고 왔네요~ 사장님 맛있어용ㅎㅎ,23.10.24.화
35,형제도식당 본점,sss****,"찬도 다양하고 갈치구이 맛도 좋아서 앞으로 입맛 없을 때면 항상 먹으러 가게될 것 같아요! 그리고 갈치 사이즈가 생각했던 것보다 훨씬 크네용~ㅋㅋㅋ
",23.10.24.화
36,형제도식당 본점,난최민재다,"인증샷이 필수인곳
정말 리뷰나후기가엄청많아서 꼼꼼히보고왔는데 한상차림으로 잘나와요 가격대비 정말 가성비.맛 이거는 인정해요 또올생각있네요! 맛있어요",23.11.10.금
37,형제도식당 본점,lch****,"갈치조림, 갈치구이 우열을 가리기 힘들만큼 두가지 모두 맛이 좋았어요. 그리고 매장이 위생적이고 쾌적하다 보니깐 식사하기 너무 좋았어요^^",23.10.13.금
38,형제도식당 본점,Nsjajs,갈치회 몇번 먹어봤는데 이렇게 통으로 먹으니깐 두배는 더 맛있게 먹은 것 같아요^^ 엄청 부드럽고 담백한 맛이 끝장나네요. 벌써부터 또 먹고 싶어용,23.10.13.금
39,형제도식당 본점,kim****,갈치구이가 원래 이렇게 맛이 좋은 음식이었나란 생각이 드네요. 와 밑반찬도 정말 맛있지만 갈치 퀄리티가... 두말하면 입아프네요. 최고였어요!!!,23.10.13.금
40,형제도식당 본점,소노닥노,여기 갈치구이 너무 맛있어서 오늘 또 먹고 왔어요. 그리고 매장도 항상 깨끗하게 관리되고 사장님도 너무 친절하셔서 방문할 때마다 마음에 들어요~,23.10.13.금
41,형제도식당 본점,sss****,갈치조림 오늘 처음 먹어봤는데 이게 신선해서 그런진 몰라도 달달한 맛까지 나는 것 같아요! 입 안에 넣는 순간 사르륵 녹아 내리는게 정말 마음에 들었어용!!,23.10.19.목
42,형제도식당 본점,evi****,"맛있는거 잔뜩 나오고 재료들도 신선한맛 느껴지고 갈치도 맛있었고 완전 최고 였어요 👍👍
중문쪽으로 넘어와서 뭐 먹어야하나 고민 많았는데 정말 모두가 만족했던 식사였습니다 ^^",23.10.19.목
43,형제도식당 본점,뉴영스,"제주도 하면 딱 떠오르는 메뉴 갈치 괜히 그런게 아니네요 ㅎㅎ
실망할일 없이 처음부터 끝까지 맛있게 먹을 수 있는 갈치였고 다른것들도 집어먹을게 많이 나와서 밥이 쑥쑥 들어갔던거 같습니다 ㅎ",23.10.18.수
44,형제도식당 본점,잰78,굿,4.12.금
45,형제도식당 본점,쥬니야,맛있고 푸짐하고 직원분들 친절하셔서 기분좋게 식사하고 왔습니다^^,23.11.12.일
46,형제도식당 본점,pre****,"갈치조림이랑 갈치회 이렇게 맛있고 푸짐하게 먹을 수 있는 곳은 없는 것 같네요. 정말 저만 알고 있고 싶은 소중한 식당이에요. 잘 먹었어요^^
",23.10.13.금
47,형제도식당 본점,140만원의값어치,"가족들과 제주도여행와서 이렇게 갈치사진찍고 살도발라주시고 밥에다가맛있게먹었습니다
역시 제주도 갈치 최고",23.10.19.목
48,형제도식당 본점,ksa****,갈치구이 진짜 광팬인데 완전 오랜에 맛집찾은것같아요 ㅋㅋ 근처놀러오시면 꼭 드셔보셨음 좋겠어요 한상 완전 많이나오고 갈치도 신선해요 다들 친절하셨습니다 ㅎㅎ ,23.11.4.토
49,형제도식당 본점,츄르츄르루루,제주가면 꼭 가보라고 추천해주고 싶은곳이에요 ㅎㅎ 음식도 만찬으로 정갈하게 나오고 양도 많아요~! 먹어보면 재료 진짜 신선하구나 느껴져요. 다 먹을때 까지 너무맛있다 하면서 먹고왔어요👍,23.11.3.금
50,형제도식당 본점,gar****,갈치조림은 정말 맛돌이인 것 같아요~ 사이즈가 커서 이게 살이 두톰했는데 정말 공기밥이랑 같이 먹으면 순삭이에요ㅠㅠ 최고였습니다!!,23.10.19.목
51,형제도식당 본점,dud****,"가성비좋은 형제도식당 이것만나오는게아니예요
정말 갈치랑 갈치조림 진짜맛있아요 가격대비 정말 맛도최고 친절도최고",23.9.27.수
52,형제도식당 본점,dlckd,가성비진짜좋아요 거의가족단위나 커플분들이많이오는데 첫여행부터 이렇게 해산물 풍부하게 먹을수있어서좋아요 !!! 꼭 드셔보세요,23.10.19.목
53,형제도식당 본점,만화가철인28호,갈치도 이렇게 해체해주시고 갈치조림이랑 같이먹을수있어서 일석이조예요 돝솥밥에 갈치랑먹으면 밥뚝딱이예요 사람도많아요 가성비좋아요,23.9.27.수
54,형제도식당 본점,차차0526,"생활의달인에나온집이라 방문했어요
맛있고
양도푸짐했어요!",23.11.3.금
55,형제도식당 본점,미미38,"친절하시구 좋습니다. 갈치구이 사이즈 넘 큼지막한거 아니에여 ? 가족들도 다 맛있게 잘먹었던 것 같아요~ 가게도 깨끗하고 좋았습니
다 ㅎㅎ",23.9.25.월
56,형제도식당 본점,차치차충5,"갈치구이 먹었는데 살 부드럽고 맛있네요!
플레이팅도 깔끔하게 잘나오구 밑반찬들도 다 맛있어서
배부르게 잘먹었어요 : )",23.9.25.월
57,형제도식당 본점,뇨뇨눙26,"이번에 여행가서 지인 추천 받고 방문했는데 갈치조림 맛집이네요ㅎ
간도 잘되어있어 자극적이지않고 입맛에 딱 잘맞았고
친절하시고 좋음ㅎ",23.9.25.월
58,형제도식당 본점,SJJM,"친구들이랑 제주여행왔어요~ 지인추천으로 방문했는데 완전 좋아요~ 생선들이 신선하고 맛나요~ 매장도 청결하고 사장님이 친절하세
요~ 다음에 또 올께요~",23.9.21.목
59,형제도식당 본점,구자운17,가성비 최고,3.22.금
60,형제도식당 본점,138138사랑합니다,"다시재방문하고싶은 1순위예요 
가성비.맛.퀄리티 완벽한곳이예요 왜 후기랑 리뷰가 좋은지알거같더라구요 이렇게 맛있는 음식 주셔서 감사합니다",23.9.20.수
61,형제도식당 본점,dkr****,"후기랑리뷰보고 방문한곳인데
만족한식당이였어요 저도이렇게남길줄몰랐는데
가성비엄청좋은거같아요 꼭가보세요!!!!저희는이근처숙소잡아서 소주한잔했네요",23.9.20.수
62,형제도식당 본점,하륏간,갈치구이 뿐만 아니라 조림도 정말 맛있게 먹었어요. 여기 맛있다는 얘기가 많아서 오늘 여자친구랑 먹으러 다녀왔는데 진짜 엄지척하는 맛이네용~ 벌써부터 또 먹고 싶습니다.,23.9.19.화
63,형제도식당 본점,2런9닭다리,"제주도여행오면 여기서부터시작해야
해산물은다먹고 다른맛있는거먹으러가야해요
진짜 최고네요 후기랑 리뷰가많은이유는다이유가있답니다..강츄",23.9.27.수
64,형제도식당 본점,죄수번호126번,"후기랑 리뷰보고 예약한 형제도식당
돝솥밥에 갈치 그리고 아직끝난게아닌 셋트다양한구성 완벽해요 제주도오면 여기로..필참",23.9.27.수
65,형제도식당 본점,hpp****,제주 낮에 재미나게  구경하고  저녁먹으로 칼치전문점으로 가서  처음먹은 음식기대하고 먼저나오는 칼치회 다음 칼치튀김 칼치구이  칼치조림 고사리나물 반찬모두 너무맛있게먹어 요,23.11.21.화
66,형제도식당 본점,맹이275,"생활의 달인 나와서 유명하길래 왔는데 역시 유명한 이유가 있었네요!
제주도 하면 통갈치 요리죠! 완전 기대하고 갔는데 완전맛있네요~><
기본찬들도 깔끔하게 나옵니다 ㅎㅎ",23.9.5.화
